time,company_id,device_id,motor_temp,motor_speed_act,motor_speed_actual,bearing_temp,rear_bearing_temp,bearing_accel_value,bearing_freq_value,bearing_accel_peak,bearing_accel_value2,bearing_freq_value2,bearing_temp_value,motor_bearing_front_temp,motor_bearing_front_freq,motor_bearing_front_accel,motor_bearing_front_accel_peak,motor_bearing_rear_temp,motor_bearing_rear_freq,motor_bearing_rear_accel,motor_bearing_rear_accel_peak,operation_status,current_ratio,quick_ratio,equity_multiplier,company_size,debt_to_asset_ratio,roa,roe,asset_turnover,cash_flow_ratio,revenue_growth_rate
25FEB24:12:00:00,4,1,49.95,1134.58,1135.87,78.98,93.31,0.92,51.91,0.43,0.74,41.9,82.95,86.66,75.22,0.61,0.39,90.95,59.55,0.63,0.57,Fault,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,6,78.1,1224.38,1244.64,88.55,84.58,0.86,53.64,0.39,1.02,49.06,86.66,92.05,54.18,0.72,0.36,92.37,37.16,0.61,0.49,Warnin,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,5,74.8,1311.95,1248.51,88.82,92.7,0.76,71.11,0.41,0.6,62.91,77.67,89.64,47.98,0.63,0.38,86.18,64.57,0.71,0.56,Warnin,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,4,63.02,964.25,1260.43,81.5,97.17,0.86,32.99,0.36,0.85,47.14,85.54,86.79,47.82,0.73,0.35,98.62,65.48,0.53,0.52,Fault,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,3,49.51,1264.41,1152.95,83.55,88.04,0.82,46.64,0.41,0.6,67.39,86.9,80.85,36.86,0.46,0.43,84.12,59.73,0.73,0.52,Normal,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,2,70.72,1245.31,1271.76,86.9,85.77,0.65,44.69,0.39,0.7,45.03,85.61,84.49,48.05,0.69,0.41,91.87,50.74,0.94,0.4,Warnin,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
25FEB24:00:00:00,4,1,52.67,1149.71,1057.71,83.69,99.12,0.76,64.26,0.34,0.98,59.95,95.16,79.36,50.86,0.75,0.43,86.25,40.75,0.7,0.6,Fault,1.64,1.17,2.68,595.39,0.4,0.03,0.08,0.58,0.76,0.05
09MAR24:12:00:00,4,6,57.9,1200.83,1134.64,77.27,93.41,0.74,62.72,0.36,0.89,38.98,75.94,97.18,52.4,0.59,0.37,87.85,43.79,0.5,0.56,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:12:00:00,4,5,84.34,1400.51,1164.47,83.16,89.37,0.77,44.22,0.37,0.56,60.01,80.38,87.52,45.03,0.71,0.45,83.3,60.02,0.58,0.54,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:12:00:00,4,4,68.37,1079.73,1362.49,81.47,93.48,0.84,59.47,0.47,0.94,60.01,86.52,91.58,42.79,0.45,0.46,91.08,62.95,0.8,0.56,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:12:00:00,4,3,65.55,1098.45,1241.86,79.18,99.74,0.78,46.97,0.37,0.72,48.82,86.24,82.76,40.01,0.75,0.39,86.76,64.19,0.73,0.51,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:12:00:00,4,2,72.12,1211.34,1257.3,83.31,92.95,0.79,59.76,0.37,0.84,48.74,82.78,87.98,63.95,0.6,0.33,95.29,67.45,0.71,0.46,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:12:00:00,4,1,77.16,1170.78,1429.25,84.93,87.64,0.84,44.19,0.4,0.78,53.55,86.62,81.83,50.79,0.72,0.32,82.68,59.46,0.66,0.43,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,6,60.41,1233.22,1245.56,87.36,100.51,0.83,65.09,0.34,0.8,56.58,85.25,81.38,55.25,0.62,0.41,88.76,66.56,0.72,0.45,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,5,83.76,1236.64,1362.76,86.41,101.57,0.73,41.2,0.42,0.75,57.04,87.51,87.35,45.75,0.49,0.43,88.63,70.66,0.72,0.51,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,4,65.53,1130.44,1180.33,87.94,94.74,0.88,59.88,0.37,0.79,31.11,78.29,74.75,35.03,0.51,0.42,85.51,47.94,0.77,0.58,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,3,70.05,1248.09,1312.37,86.06,77.34,0.95,58.86,0.4,1.02,52.86,82.95,79.66,56.56,0.65,0.36,91.75,73.01,0.76,0.43,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,2,73.4,1029.68,1170.67,82.52,92.54,0.8,76.27,0.44,0.99,80.99,80.62,78.28,53.48,0.64,0.34,78.22,42.27,0.8,0.51,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
09MAR24:00:00:00,4,1,70.81,1335.27,1091.59,89.41,93.94,0.66,67.38,0.48,0.7,70.51,74.47,73.16,52.43,0.43,0.4,91.3,72.22,0.69,0.55,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,6,72.32,1230.26,1164.61,92.22,84.49,1.07,41.14,0.36,0.86,60.84,87.35,90.05,51.37,0.55,0.46,86.83,65.82,0.75,0.43,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,5,62.26,1243.8,975.85,85.45,89.83,0.84,46.79,0.4,0.94,64.35,88.13,74.75,48.22,0.5,0.33,88.3,66.39,0.48,0.5,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,4,91.47,1264.58,1138.12,78.79,92.37,0.84,51.47,0.39,0.65,55.46,74.75,80.73,47.77,0.52,0.45,83.56,72.95,0.67,0.54,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,3,68.45,1146.48,1199.32,77.23,90.41,0.71,55.66,0.36,0.69,48.49,79.87,84.58,43.41,0.46,0.41,85.64,50.76,0.78,0.53,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,2,59.57,1289.74,1120.98,88.29,87.14,0.84,39.43,0.35,0.85,50.04,89.52,88.88,40.33,0.56,0.36,84.08,62.54,0.55,0.57,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:12:00:00,4,1,52.75,1193.23,1122.92,91.29,91.2,0.83,37.01,0.43,0.76,50.7,77.34,87.12,49.34,0.45,0.4,87.99,48.71,0.67,0.53,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,6,76.06,1219.25,1012.48,89.7,88.31,0.73,40.46,0.47,0.85,59.51,97.69,79.25,61.57,0.6,0.45,83.49,54.88,0.61,0.58,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,5,71.06,1256.94,1161.58,81.67,83.73,0.8,55.49,0.45,0.75,54.79,86.31,85.73,35.38,0.61,0.3,90.38,68.23,0.71,0.49,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,4,66.11,1176.9,1297.58,79.82,96.58,0.97,36.74,0.38,0.98,48.92,89.31,82.78,62.03,0.58,0.55,88.61,45.42,0.66,0.57,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,3,60.85,1268.16,1096.46,90.95,83,0.83,58.74,0.32,0.71,48.36,74.35,80.56,49.93,0.65,0.45,88.11,43.77,0.55,0.59,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,2,73.11,1235.73,1349.96,94.07,84.21,0.96,66.74,0.43,0.94,56.71,80.98,81.51,48.62,0.59,0.34,88.31,65.68,0.64,0.54,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
08MAR24:00:00:00,4,1,72.76,1149.53,1156.26,81.02,92.11,0.85,68.55,0.39,0.68,54.31,87.85,83.01,49.66,0.54,0.46,87.22,58.62,0.84,0.55,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,6,63.41,1053.49,1178.21,85.72,99.82,0.74,42.35,0.38,0.69,62.45,80.22,90.66,46.83,0.72,0.48,90.39,58.4,0.65,0.48,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,5,72.11,1224.04,1443.32,80.41,93.79,0.89,70.3,0.34,0.8,35.43,92.64,90.29,56.52,0.57,0.41,83.81,64.81,0.57,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,4,78.8,1356.67,1336.51,81.2,90.58,0.64,44.41,0.39,0.62,53.73,89.18,88.54,51.15,0.69,0.49,88.32,55.11,0.7,0.55,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,3,67.39,1257.98,1311.92,75.58,87.9,0.82,40.25,0.5,0.87,71.79,78.36,83.12,46.88,0.57,0.34,94.13,52.63,0.51,0.53,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,2,72.25,1088.48,1382.22,83.61,86.51,0.87,60.33,0.34,0.96,38.12,83.86,84.21,54.08,0.63,0.31,95.48,48.74,0.78,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:12:00:00,4,1,77.59,1154.05,972.69,82.21,84.1,0.7,55.53,0.44,0.9,61.59,89.11,85.23,74.93,0.57,0.49,85.13,37.1,0.77,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,6,83.88,1229.9,1026.28,85.7,81.96,0.93,44.55,0.37,0.91,61.87,88.74,94.98,42.61,0.64,0.42,85.9,40.71,0.71,0.37,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,5,64.47,1099.26,1063.32,88.31,76.26,0.74,42.19,0.4,0.58,58.53,93.08,77.24,45.99,0.73,0.42,89.12,53.85,0.58,0.52,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,4,66.9,1135.14,1459.04,78.77,90.1,0.79,56.72,0.36,0.74,50.43,83.94,86.65,56.75,0.67,0.33,94.69,50.74,0.65,0.52,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,3,76.96,1174.74,1168.64,76.53,79.87,0.81,53.93,0.4,0.83,36.81,82.29,75.06,50.66,0.6,0.46,86.73,60.36,0.86,0.43,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,2,76.11,1137.91,1119.05,87.18,86.35,0.84,57.23,0.48,0.79,39.67,86.25,80.87,70.63,0.69,0.31,91.59,42.29,0.82,0.52,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
07MAR24:00:00:00,4,1,69.85,1303.27,1010.73,77.48,87.46,0.76,57.23,0.51,0.74,62.24,82.04,91.94,54.12,0.69,0.42,88.61,68.78,0.86,0.48,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,6,68.5,1146.92,1129.19,84.8,86.36,0.66,45.16,0.41,0.71,54.46,82.34,86.66,60.5,0.63,0.4,86.88,59.09,0.91,0.47,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,5,79.18,1187.57,1137.36,82.44,97.96,1.01,52.71,0.48,0.74,55.67,75.84,81.18,47.03,0.7,0.55,87.84,58.82,0.66,0.6,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,4,74.97,1231.26,1226.23,81.93,92.16,0.81,59.84,0.37,0.75,35.57,84.99,93.81,33.54,0.71,0.41,90.36,31.05,0.84,0.55,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,3,51.92,1091.05,1069.29,84.6,91.31,0.74,56.47,0.36,0.58,60.08,84.5,80.26,53.52,0.6,0.39,96.38,66.15,0.59,0.44,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,2,66.39,1292.73,1265.92,83.56,85.85,0.72,61.29,0.48,0.78,38.09,90.19,83.28,68.13,0.65,0.57,90.16,64.6,0.6,0.49,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:12:00:00,4,1,53.06,1291.72,1164.48,92.91,94.15,0.85,49.93,0.37,0.61,53.44,91.49,84.01,58.75,0.68,0.46,89.07,58.87,0.65,0.49,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,6,60.71,1204.51,1091.96,85.92,85.54,0.74,50.89,0.37,0.9,37.88,85.13,89.93,50.63,0.61,0.46,88.46,63.77,0.63,0.45,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,5,76.26,1272.82,1103.32,93.07,85,0.88,39.73,0.44,0.69,72.48,80.06,91.16,64.54,0.83,0.42,83.24,46.64,0.69,0.52,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,4,57.38,1046.46,1252.2,84.7,83.36,0.61,42.95,0.51,0.75,44.01,87.87,90.74,60,0.59,0.37,90.21,43.86,0.76,0.5,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,3,73.4,1360.17,1214.37,80.65,96.06,0.76,47.03,0.37,0.7,39.12,80.64,78.27,52.87,0.66,0.4,85.52,51.13,0.55,0.49,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,2,88.53,1123.04,1155.08,85.74,90.26,0.86,63.12,0.39,0.85,54.9,83.41,84,49.27,0.62,0.42,83.38,50.12,0.63,0.49,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
06MAR24:00:00:00,4,1,74.43,1072.13,1132.21,79.72,86.51,0.85,42.02,0.3,0.69,48.53,89.13,81.52,53.25,0.58,0.42,93.47,58.96,0.72,0.46,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,6,60.2,1230.56,1225.57,81.19,86.53,0.77,60.78,0.41,0.54,43.78,85.26,84.84,55.79,0.54,0.45,93.25,36.91,0.56,0.4,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,5,59.96,1091.51,1200.7,93.63,82.04,0.9,62.98,0.38,0.88,57.35,85.93,79.39,51.51,0.73,0.43,90.71,60.04,0.5,0.5,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,4,86.12,1277.81,1304.89,84.49,92.51,0.69,57.86,0.39,0.76,59.64,80.5,84.95,32.48,0.73,0.36,83.34,72.05,0.62,0.48,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,3,67.36,1252.14,1209.06,86.66,93.54,0.89,56.86,0.39,0.89,54.19,79.01,87.8,47.51,0.44,0.33,99.99,49.58,0.69,0.52,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,2,60.78,1252.41,1013.04,86.32,80.06,0.79,62.03,0.33,0.62,44.46,85.78,75.31,39.48,0.56,0.41,90.92,49.79,0.72,0.5,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:12:00:00,4,1,68.94,1167.87,998.34,80.95,82.94,0.79,68.42,0.41,0.82,47.37,84.51,83.95,47.82,0.59,0.35,87.5,48.17,0.89,0.48,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,6,73.04,1146.05,1161.16,83.34,89.18,0.9,70.85,0.44,0.68,53,88.06,79.61,54.59,0.8,0.41,89.98,63.16,0.65,0.5,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,5,80.65,990.31,1126.79,76.46,84.1,0.84,42.03,0.5,0.91,53.85,84.53,89.76,55.75,0.52,0.4,95.48,50.89,0.76,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,4,82.07,1270.97,1170.9,86.83,99.78,0.81,63.11,0.37,1,58.71,80.84,83.03,56.82,0.54,0.35,84.87,82.46,0.87,0.48,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,3,81.03,1221.68,1065.67,78.92,89.31,0.79,37.77,0.34,0.88,31,87.49,91.46,53,0.49,0.42,97.38,56.57,0.54,0.5,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,2,74.57,1206.59,1315.75,91.13,89.59,0.83,64.05,0.49,0.73,47.6,89.03,92.22,52.28,0.59,0.41,89.79,50.96,0.55,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
05MAR24:00:00:00,4,1,73.1,1121.4,1088.79,79.63,87.9,0.91,38.91,0.46,0.89,45.77,93.12,81.6,47.11,0.49,0.41,95.71,67.07,0.72,0.44,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,6,55.48,1056.4,1224.17,81.49,89.38,0.81,50.07,0.38,0.88,67.51,96.58,90.19,42.59,0.51,0.39,90.42,47.94,0.73,0.47,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,5,70.15,1369.68,1258.43,84.08,90.49,0.79,65.74,0.36,0.58,44.58,83.63,90.7,44.76,0.72,0.46,85.55,44.94,0.67,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,4,63.34,1043.78,1203.65,89.02,87.82,0.65,54.01,0.35,0.72,61.21,77.24,85.37,23.64,0.61,0.4,92.51,49.7,0.71,0.43,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,3,57.38,1121.81,1176.51,86.4,79.21,0.98,59.97,0.39,0.66,52.89,89.31,88.22,49.9,0.54,0.4,81.41,44,0.64,0.45,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,2,77.2,1260.2,1324.13,85.09,92.48,0.91,48.21,0.41,0.76,53.99,87.77,79.37,48.69,0.61,0.39,89.14,57.48,0.8,0.48,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:12:00:00,4,1,75.51,1182.3,1134.54,88.75,82.4,0.75,44.23,0.34,0.82,48.9,89.55,86.37,50.58,0.61,0.44,92.04,59.55,0.73,0.52,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,6,86.93,1148.5,1256.95,93.8,89.98,0.87,44.24,0.46,0.74,47.44,89.95,81.71,45.27,0.47,0.39,91.51,53.71,0.67,0.44,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,5,65.58,1225.71,1364.04,77.43,93.54,0.73,45,0.4,0.59,57.09,86.86,90.8,38.11,0.61,0.41,94.12,38.63,0.57,0.4,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,4,78.46,1173.14,1056.81,82.14,89.24,0.71,61.57,0.42,0.95,56.65,84.73,78.8,44.02,0.71,0.48,92.48,81.38,0.77,0.5,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,3,75.27,1063.23,1368.99,86.09,89.11,0.75,38.4,0.45,0.84,50.59,74.49,90.7,52.92,0.64,0.41,85.57,68.33,0.74,0.57,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,2,70.11,1145.17,1154.23,100.49,87.99,0.69,49.31,0.36,0.84,69.69,89.94,98.24,50.75,0.62,0.39,94.75,48.6,0.66,0.55,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
04MAR24:00:00:00,4,1,43.58,1180.78,1267.78,90.48,89.92,0.71,53.74,0.48,0.79,59.66,95.08,84.51,44.21,0.47,0.4,91.2,53.96,0.64,0.55,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,6,75.17,1184.34,1153.07,87.05,92.26,0.57,63.34,0.43,0.81,62.59,89.23,78.55,56.63,0.62,0.42,87.19,42.62,0.8,0.41,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,5,74.57,1305.68,1252.71,94.88,87.5,0.89,43.63,0.36,0.93,72.22,81.91,82.38,62.22,0.69,0.41,90.69,58.21,0.46,0.48,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,4,72.01,1265.03,1134.16,91.05,87.48,0.71,63.41,0.35,0.82,62.12,83.74,91.35,61.61,0.57,0.38,85.91,59.62,0.77,0.41,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,3,66.77,1145.52,1025.66,89.36,94.17,0.92,51.45,0.35,0.91,43.72,91.98,81.03,48.83,0.56,0.43,98.89,67.19,0.49,0.56,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,2,77.43,1151.43,1070.46,84.43,91.21,0.86,43.76,0.39,0.87,69.35,83.78,73.64,48.84,0.69,0.39,91.18,52.03,0.62,0.49,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:12:00:00,4,1,72.26,1028.98,928.24,84.47,96.84,0.91,49.85,0.39,0.81,64.54,94.24,80.93,59.75,0.62,0.32,86.02,74.91,0.83,0.54,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,6,66.69,1084.69,1158.94,83.82,82.67,0.65,44.08,0.39,0.8,39.84,91.16,94.22,50.6,0.38,0.36,91.53,64.98,0.67,0.55,Normal,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,5,77.89,1314.27,1185.92,90.91,89.6,0.88,58.15,0.43,0.82,57.81,89.95,94.79,63.02,0.68,0.36,90.21,61.7,0.57,0.53,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,4,78.34,1276.48,1093.76,92.56,96.02,0.65,53.86,0.45,0.57,87.5,84.37,84.08,36.11,0.61,0.41,88.67,42.53,0.65,0.47,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,3,66.35,1098.39,1286.49,80.72,99.92,0.76,51.72,0.39,0.82,29.35,84.48,91.86,59.56,0.5,0.45,95.04,65.2,0.92,0.5,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,2,74.54,1380.75,1073.53,82.74,86.14,0.84,35.44,0.42,0.79,64.78,90.51,78.87,53.12,0.7,0.41,89.74,40.07,0.65,0.49,Warnin,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
03MAR24:00:00:00,4,1,65.59,1200.6,1138.02,86.95,92.11,0.72,53.18,0.34,0.87,69.78,84.2,92.04,50.77,0.62,0.42,90.97,46.57,0.66,0.48,Fault,1.44,1.13,2.68,450.27,0.32,0.05,0.09,0.78,0.88,0.08
16MAR24:12:00:00,4,6,77.14,1108.52,1194.64,89.25,94.56,0.8,64.45,0.36,0.87,36.7,81.92,86.46,54.62,0.53,0.4,81.47,47.97,0.85,0.49,Warnin,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:12:00:00,4,5,59.72,1263.02,1131.28,87.95,92.36,0.53,44,0.4,0.87,66.29,89.22,89.05,30.31,0.68,0.44,86.71,55.03,0.48,0.55,Fault,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:12:00:00,4,4,83.07,1112.44,1112.68,88.67,84.12,0.81,37.48,0.46,0.78,39.8,84.87,84.07,36.19,0.36,0.43,93.57,47.54,0.59,0.55,Warnin,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:12:00:00,4,3,65.11,1073.21,1019.48,90.37,107.17,1,42.44,0.41,0.93,54.92,84.17,86.57,64.77,0.68,0.38,98.86,32.67,0.86,0.6,Fault,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:12:00:00,4,2,70.74,1089.05,1275.17,91.53,89.11,0.98,57.17,0.44,0.72,48.61,80.84,86.9,41.58,0.44,0.35,87.3,48.23,0.58,0.51,Warnin,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:12:00:00,4,1,61.75,1226.15,1107.15,78.13,84.03,0.86,45.95,0.41,0.85,68.24,79.57,79.57,48.34,0.65,0.37,88.06,44.32,0.55,0.45,Normal,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:00:00:00,4,6,84.54,1264.65,1267.79,82.71,89.9,0.79,47.44,0.5,0.86,47.27,77.64,89.55,51,0.73,0.38,84.68,70.97,0.68,0.48,Warnin,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
16MAR24:00:00:00,4,5,87.47,1182.62,1205.95,84.12,75.26,0.78,60.7,0.45,0.54,58.71,81.89,89.48,47.86,0.6,0.39,82.65,73.75,0.7,0.54,Fault,1.46,1.14,2.13,485.15,0.48,0.08,0.14,0.94,0.93,0.04
